Title,Title_URL,Field1,Time
OnePlus 8,https://www.phonearena.com/phones/OnePlus-8_id11392,Released,"Apr 21, 2020"
OnePlus 8,https://www.phonearena.com/phones/OnePlus-8_id11392,Display,"6.5 inches
2400 x 1080 pixels
90Hz Refresh rate"
OnePlus 8,https://www.phonearena.com/phones/OnePlus-8_id11392,Camera,"48 MP (Triple camera)
16 MP front"
OnePlus 8,https://www.phonearena.com/phones/OnePlus-8_id11392,Hardware,"Qualcomm Snapdragon 865
8GB RAM"
OnePlus 8,https://www.phonearena.com/phones/OnePlus-8_id11392,Storage,"128GB, not expandable"
OnePlus 8,https://www.phonearena.com/phones/OnePlus-8_id11392,Battery,4300 mAh
OnePlus 8,https://www.phonearena.com/phones/OnePlus-8_id11392,OS,"Android 11
"
OnePlus 8 Pro,https://www.phonearena.com/phones/OnePlus-8-Pro_id11282,Released,"Apr 21, 2020"
OnePlus 8 Pro,https://www.phonearena.com/phones/OnePlus-8-Pro_id11282,Display,"6.8 inches
3168 x 1440 pixels
120Hz Refresh rate"
OnePlus 8 Pro,https://www.phonearena.com/phones/OnePlus-8-Pro_id11282,Camera,"48 MP (Quad camera)
16 MP front"
OnePlus 8 Pro,https://www.phonearena.com/phones/OnePlus-8-Pro_id11282,Hardware,"Qualcomm Snapdragon 865
8GB RAM"
OnePlus 8 Pro,https://www.phonearena.com/phones/OnePlus-8-Pro_id11282,Storage,"128GB, not expandable"
OnePlus 8 Pro,https://www.phonearena.com/phones/OnePlus-8-Pro_id11282,Battery,4510 mAh
OnePlus 8 Pro,https://www.phonearena.com/phones/OnePlus-8-Pro_id11282,OS,"Android 11
Oxygen OS UI"
nubia Red Magic 5G,https://www.phonearena.com/phones/nubia-Red-Magic-5G_id11403,Released,"Apr 21, 2020"
nubia Red Magic 5G,https://www.phonearena.com/phones/nubia-Red-Magic-5G_id11403,Display,"6.7 inches
2340 x 1080 pixels
144Hz Refresh rate"
nubia Red Magic 5G,https://www.phonearena.com/phones/nubia-Red-Magic-5G_id11403,Camera,"64 MP (Triple camera)
8 MP front"
nubia Red Magic 5G,https://www.phonearena.com/phones/nubia-Red-Magic-5G_id11403,Hardware,"Qualcomm Snapdragon 865
8GB RAM"
nubia Red Magic 5G,https://www.phonearena.com/phones/nubia-Red-Magic-5G_id11403,Storage,"128GB, not expandable"
nubia Red Magic 5G,https://www.phonearena.com/phones/nubia-Red-Magic-5G_id11403,Battery,4500 mAh
nubia Red Magic 5G,https://www.phonearena.com/phones/nubia-Red-Magic-5G_id11403,OS,"Android 10
"
Samsung Galaxy A51 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A51-5G_id11400,Released,"Apr 29, 2020"
Samsung Galaxy A51 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A51-5G_id11400,Display,"6.5 inches
2400 x 1080 pixels
60Hz Refresh rate"
Samsung Galaxy A51 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A51-5G_id11400,Camera,"48 MP (Quad camera)
32 MP front"
Samsung Galaxy A51 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A51-5G_id11400,Hardware,"Samsung Exynos 980
6GB RAM"
Samsung Galaxy A51 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A51-5G_id11400,Storage,"128GB, microSDXC"
Samsung Galaxy A51 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A51-5G_id11400,Battery,4500 mAh
Samsung Galaxy A51 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A51-5G_id11400,OS,"Android 11
Samsung One UI"
Samsung Galaxy A71 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A71-5G_id11401,Released,"Jun 19, 2020"
Samsung Galaxy A71 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A71-5G_id11401,Display,"6.7 inches
2400 x 1080 pixels
60Hz Refresh rate"
Samsung Galaxy A71 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A71-5G_id11401,Camera,"64 MP (Quad camera)
32 MP front"
Samsung Galaxy A71 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A71-5G_id11401,Hardware,"Qualcomm Snapdragon 765
6GB RAM"
Samsung Galaxy A71 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A71-5G_id11401,Storage,"128GB, microSDXC"
Samsung Galaxy A71 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A71-5G_id11401,Battery,4500 mAh
Samsung Galaxy A71 5G,https://www.phonearena.com/phones/Samsung-Galaxy-A71-5G_id11401,OS,"Android 12
Samsung One UI"
Samsung Galaxy A51,https://www.phonearena.com/phones/Samsung-Galaxy-A51_id11293,Released,"Dec 27, 2019"
Samsung Galaxy A51,https://www.phonearena.com/phones/Samsung-Galaxy-A51_id11293,Display,"6.5 inches
2400 x 1080 pixels
60Hz Refresh rate"
Samsung Galaxy A51,https://www.phonearena.com/phones/Samsung-Galaxy-A51_id11293,Camera,"48 MP (Quad camera)
32 MP front"
Samsung Galaxy A51,https://www.phonearena.com/phones/Samsung-Galaxy-A51_id11293,Hardware,"Samsung Exynos 9611
4GB RAM"
Samsung Galaxy A51,https://www.phonearena.com/phones/Samsung-Galaxy-A51_id11293,Storage,"128GB, microSDXC"
Samsung Galaxy A51,https://www.phonearena.com/phones/Samsung-Galaxy-A51_id11293,Battery,4000 mAh
Samsung Galaxy A51,https://www.phonearena.com/phones/Samsung-Galaxy-A51_id11293,OS,"Android 11
Samsung One UI"
Samsung Galaxy A41,https://www.phonearena.com/phones/Samsung-Galaxy-A41_id11375,Released,"May 15, 2020"
Samsung Galaxy A41,https://www.phonearena.com/phones/Samsung-Galaxy-A41_id11375,Display,"6.1 inches
2400 x 1080 pixels
60Hz Refresh rate"
Samsung Galaxy A41,https://www.phonearena.com/phones/Samsung-Galaxy-A41_id11375,Camera,"48 MP (Triple camera)
25 MP front"
Samsung Galaxy A41,https://www.phonearena.com/phones/Samsung-Galaxy-A41_id11375,Hardware,"MediaTek Helio P65
4GB RAM"
Samsung Galaxy A41,https://www.phonearena.com/phones/Samsung-Galaxy-A41_id11375,Storage,"64GB, microSDXC"
Samsung Galaxy A41,https://www.phonearena.com/phones/Samsung-Galaxy-A41_id11375,Battery,3500 mAh
Samsung Galaxy A41,https://www.phonearena.com/phones/Samsung-Galaxy-A41_id11375,OS,"Android 11
Samsung One UI"
Samsung Galaxy A11,https://www.phonearena.com/phones/Samsung-Galaxy-A11_id11339,Released,"Jul 02, 2020"
Samsung Galaxy A11,https://www.phonearena.com/phones/Samsung-Galaxy-A11_id11339,Display,"6.4 inches
1560 x 720 pixels
60Hz Refresh rate"
Samsung Galaxy A11,https://www.phonearena.com/phones/Samsung-Galaxy-A11_id11339,Camera,"13 MP (Triple camera)
8 MP front"
Samsung Galaxy A11,https://www.phonearena.com/phones/Samsung-Galaxy-A11_id11339,Hardware,"Qualcomm Snapdragon 450
2GB RAM"
Samsung Galaxy A11,https://www.phonearena.com/phones/Samsung-Galaxy-A11_id11339,Storage,"32GB, microSDXC"
Samsung Galaxy A11,https://www.phonearena.com/phones/Samsung-Galaxy-A11_id11339,Battery,4000 mAh
Samsung Galaxy A11,https://www.phonearena.com/phones/Samsung-Galaxy-A11_id11339,OS,"Android 11
"
Samsung Galaxy A21,https://www.phonearena.com/phones/Samsung-Galaxy-A21_id11399,Released,"Jun 29, 2020"
Samsung Galaxy A21,https://www.phonearena.com/phones/Samsung-Galaxy-A21_id11399,Display,"6.5 inches
1600 x 720 pixels
60Hz Refresh rate"
Samsung Galaxy A21,https://www.phonearena.com/phones/Samsung-Galaxy-A21_id11399,Camera,"16 MP (Quad camera)
13 MP front"
Samsung Galaxy A21,https://www.phonearena.com/phones/Samsung-Galaxy-A21_id11399,Hardware,"Mediatek Helio P35
3GB RAM"
Samsung Galaxy A21,https://www.phonearena.com/phones/Samsung-Galaxy-A21_id11399,Storage,"32GB, microSDXC"
Samsung Galaxy A21,https://www.phonearena.com/phones/Samsung-Galaxy-A21_id11399,Battery,4000 mAh
Samsung Galaxy A21,https://www.phonearena.com/phones/Samsung-Galaxy-A21_id11399,OS,"Android 10
Samsung One UI"
Samsung Galaxy A01,https://www.phonearena.com/phones/Samsung-Galaxy-A01_id11305,Released,January 2020
Samsung Galaxy A01,https://www.phonearena.com/phones/Samsung-Galaxy-A01_id11305,Display,"5.7 inches
1520 x 720 pixels
"
Samsung Galaxy A01,https://www.phonearena.com/phones/Samsung-Galaxy-A01_id11305,Camera,"13 MP (Dual camera)
5 MP front"
Samsung Galaxy A01,https://www.phonearena.com/phones/Samsung-Galaxy-A01_id11305,Hardware,"Qualcomm Snapdragon 439
2GB RAM"
Samsung Galaxy A01,https://www.phonearena.com/phones/Samsung-Galaxy-A01_id11305,Storage,"16GB, microSDXC"
Samsung Galaxy A01,https://www.phonearena.com/phones/Samsung-Galaxy-A01_id11305,Battery,3000 mAh
Samsung Galaxy A01,https://www.phonearena.com/phones/Samsung-Galaxy-A01_id11305,OS,"Android 11
"
Motorola Moto G8 Power Lite,https://www.phonearena.com/phones/Motorola-Moto-G8-Power-Lite_id11385,Released,April 2020
Motorola Moto G8 Power Lite,https://www.phonearena.com/phones/Motorola-Moto-G8-Power-Lite_id11385,Display,"6.5 inches
1600 x 720 pixels
"
Motorola Moto G8 Power Lite,https://www.phonearena.com/phones/Motorola-Moto-G8-Power-Lite_id11385,Camera,"16 MP (Triple camera)
8 MP front"
Motorola Moto G8 Power Lite,https://www.phonearena.com/phones/Motorola-Moto-G8-Power-Lite_id11385,Hardware,"MediaTek Helio P35
4GB RAM"
Motorola Moto G8 Power Lite,https://www.phonearena.com/phones/Motorola-Moto-G8-Power-Lite_id11385,Storage,"64GB, microSDXC"
Motorola Moto G8 Power Lite,https://www.phonearena.com/phones/Motorola-Moto-G8-Power-Lite_id11385,Battery,5000 mAh
Motorola Moto G8 Power Lite,https://www.phonearena.com/phones/Motorola-Moto-G8-Power-Lite_id11385,OS,"Android 9.0 Pie
"
Samsung Galaxy M11,https://www.phonearena.com/phones/Samsung-Galaxy-M11_id11396,Released,"Jun 02, 2020"
Samsung Galaxy M11,https://www.phonearena.com/phones/Samsung-Galaxy-M11_id11396,Display,"6.4 inches
1560 x 720 pixels
"
Samsung Galaxy M11,https://www.phonearena.com/phones/Samsung-Galaxy-M11_id11396,Camera,"13 MP (Triple camera)
8 MP front"
Samsung Galaxy M11,https://www.phonearena.com/phones/Samsung-Galaxy-M11_id11396,Hardware,"Qualcomm Snapdragon 450
3GB RAM"
Samsung Galaxy M11,https://www.phonearena.com/phones/Samsung-Galaxy-M11_id11396,Storage,"32GB, microSDXC"
Samsung Galaxy M11,https://www.phonearena.com/phones/Samsung-Galaxy-M11_id11396,Battery,5000 mAh
Samsung Galaxy M11,https://www.phonearena.com/phones/Samsung-Galaxy-M11_id11396,OS,"Android 10
Samsung One UI"
ZTE Axon 11,https://www.phonearena.com/phones/ZTE-Axon-11_id11435,Released,"Mar 30, 2020"
ZTE Axon 11,https://www.phonearena.com/phones/ZTE-Axon-11_id11435,Display,"6.5 inches
2340 x 1080 pixels
"
ZTE Axon 11,https://www.phonearena.com/phones/ZTE-Axon-11_id11435,Camera,"64 MP (Quad camera)
20 MP front"
ZTE Axon 11,https://www.phonearena.com/phones/ZTE-Axon-11_id11435,Hardware,"Qualcomm Snapdragon 765G
6GB RAM"
ZTE Axon 11,https://www.phonearena.com/phones/ZTE-Axon-11_id11435,Storage,"128GB, microSDXC"
ZTE Axon 11,https://www.phonearena.com/phones/ZTE-Axon-11_id11435,Battery,4000 mAh
ZTE Axon 11,https://www.phonearena.com/phones/ZTE-Axon-11_id11435,OS,"Android 10
MiFavor UI"
Xiaomi Mi 10 Lite,https://www.phonearena.com/phones/Xiaomi-Mi-10-Lite_id11397,Released,"May 25, 2020"
Xiaomi Mi 10 Lite,https://www.phonearena.com/phones/Xiaomi-Mi-10-Lite_id11397,Display,"6.6 inches
2400 x 1080 pixels
"
Xiaomi Mi 10 Lite,https://www.phonearena.com/phones/Xiaomi-Mi-10-Lite_id11397,Camera,"48 MP (Quad camera)
16 MP front"
Xiaomi Mi 10 Lite,https://www.phonearena.com/phones/Xiaomi-Mi-10-Lite_id11397,Hardware,"Qualcomm Snapdragon 765G
6GB RAM"
Xiaomi Mi 10 Lite,https://www.phonearena.com/phones/Xiaomi-Mi-10-Lite_id11397,Storage,"64GB, microSDXC"
Xiaomi Mi 10 Lite,https://www.phonearena.com/phones/Xiaomi-Mi-10-Lite_id11397,Battery,4160 mAh
Xiaomi Mi 10 Lite,https://www.phonearena.com/phones/Xiaomi-Mi-10-Lite_id11397,OS,"Android 10
Xiaomi MI UI"
Xiaomi Mi 10,https://www.phonearena.com/phones/Xiaomi-Mi-10_id11391,Released,2020
Xiaomi Mi 10,https://www.phonearena.com/phones/Xiaomi-Mi-10_id11391,Display,"6.7 inches
2340 x 1080 pixels
90Hz Refresh rate"
Xiaomi Mi 10,https://www.phonearena.com/phones/Xiaomi-Mi-10_id11391,Camera,"108 MP (Quad camera)
20 MP front"
Xiaomi Mi 10,https://www.phonearena.com/phones/Xiaomi-Mi-10_id11391,Hardware,"Qualcomm Snapdragon 865
8GB RAM"
Xiaomi Mi 10,https://www.phonearena.com/phones/Xiaomi-Mi-10_id11391,Storage,"128GB, not expandable"
Xiaomi Mi 10,https://www.phonearena.com/phones/Xiaomi-Mi-10_id11391,Battery,4780 mAh
Xiaomi Mi 10,https://www.phonearena.com/phones/Xiaomi-Mi-10_id11391,OS,"Android 10
Xiaomi MI UI"
Xiaomi Mi 10 Pro,https://www.phonearena.com/phones/Xiaomi-Mi-10-Pro_id11390,Released,"Apr 21, 2020"
Xiaomi Mi 10 Pro,https://www.phonearena.com/phones/Xiaomi-Mi-10-Pro_id11390,Display,"6.7 inches
2340 x 1080 pixels
90Hz Refresh rate"
Xiaomi Mi 10 Pro,https://www.phonearena.com/phones/Xiaomi-Mi-10-Pro_id11390,Camera,"108 MP (Quad camera)
20 MP front"
Xiaomi Mi 10 Pro,https://www.phonearena.com/phones/Xiaomi-Mi-10-Pro_id11390,Hardware,"Qualcomm Snapdragon 865
8GB RAM"
Xiaomi Mi 10 Pro,https://www.phonearena.com/phones/Xiaomi-Mi-10-Pro_id11390,Storage,"256GB, not expandable"
Xiaomi Mi 10 Pro,https://www.phonearena.com/phones/Xiaomi-Mi-10-Pro_id11390,Battery,4500 mAh
Xiaomi Mi 10 Pro,https://www.phonearena.com/phones/Xiaomi-Mi-10-Pro_id11390,OS,"Android 10
Xiaomi MI UI"
Huawei P40 Pro+,https://www.phonearena.com/phones/Huawei-P40-Pro+_id11389,Released,"Jun 10, 2020"
Huawei P40 Pro+,https://www.phonearena.com/phones/Huawei-P40-Pro+_id11389,Display,"6.6 inches
2640 x 1200 pixels
90Hz Refresh rate"
Huawei P40 Pro+,https://www.phonearena.com/phones/Huawei-P40-Pro+_id11389,Camera,"50 MP (Penta camera)
32 MP front"
Huawei P40 Pro+,https://www.phonearena.com/phones/Huawei-P40-Pro+_id11389,Hardware,"HiSilicon Kirin 990 5G
8GB RAM"
Huawei P40 Pro+,https://www.phonearena.com/phones/Huawei-P40-Pro+_id11389,Storage,"512GB, Nano Memory (NM)"
Huawei P40 Pro+,https://www.phonearena.com/phones/Huawei-P40-Pro+_id11389,Battery,4200 mAh
Huawei P40 Pro+,https://www.phonearena.com/phones/Huawei-P40-Pro+_id11389,OS,"Android 10
Emotion UI"
Huawei P40 Pro,https://www.phonearena.com/phones/Huawei-P40-Pro_id11310,Released,"Apr 07, 2020"
Huawei P40 Pro,https://www.phonearena.com/phones/Huawei-P40-Pro_id11310,Display,"6.6 inches
2640 x 1200 pixels
90Hz Refresh rate"
Huawei P40 Pro,https://www.phonearena.com/phones/Huawei-P40-Pro_id11310,Camera,"50 MP (Quad camera)
32 MP front"
Huawei P40 Pro,https://www.phonearena.com/phones/Huawei-P40-Pro_id11310,Hardware,"HiSilicon Kirin 990
8GB RAM"
Huawei P40 Pro,https://www.phonearena.com/phones/Huawei-P40-Pro_id11310,Storage,"128GB, Nano Memory (NM)"
Huawei P40 Pro,https://www.phonearena.com/phones/Huawei-P40-Pro_id11310,Battery,4200 mAh
Huawei P40 Pro,https://www.phonearena.com/phones/Huawei-P40-Pro_id11310,OS,"Android 10
Emotion UI"
Huawei P40,https://www.phonearena.com/phones/Huawei-P40_id11388,Released,"Apr 07, 2020"
Huawei P40,https://www.phonearena.com/phones/Huawei-P40_id11388,Display,"6.1 inches
2340 x 1080 pixels
90Hz Refresh rate"
Huawei P40,https://www.phonearena.com/phones/Huawei-P40_id11388,Camera,"50 MP (Triple camera)
32 MP front"
Huawei P40,https://www.phonearena.com/phones/Huawei-P40_id11388,Hardware,"HiSilicon Kirin 990
6GB RAM"
Huawei P40,https://www.phonearena.com/phones/Huawei-P40_id11388,Storage,"128GB, Nano Memory (NM)"
Huawei P40,https://www.phonearena.com/phones/Huawei-P40_id11388,Battery,3800 mAh
Huawei P40,https://www.phonearena.com/phones/Huawei-P40_id11388,OS,"Android 10
Emotion UI"
Samsung Galaxy A31,https://www.phonearena.com/phones/Samsung-Galaxy-A31_id11371,Released,"Apr 27, 2020"
Samsung Galaxy A31,https://www.phonearena.com/phones/Samsung-Galaxy-A31_id11371,Display,"6.4 inches
2400 x 1080 pixels
60Hz Refresh rate"
Samsung Galaxy A31,https://www.phonearena.com/phones/Samsung-Galaxy-A31_id11371,Camera,"48 MP (Quad camera)
20 MP front"
Samsung Galaxy A31,https://www.phonearena.com/phones/Samsung-Galaxy-A31_id11371,Hardware,"MediaTek Helio P65
4GB RAM"
Samsung Galaxy A31,https://www.phonearena.com/phones/Samsung-Galaxy-A31_id11371,Storage,"64GB, microSDXC"
Samsung Galaxy A31,https://www.phonearena.com/phones/Samsung-Galaxy-A31_id11371,Battery,5000 mAh
Samsung Galaxy A31,https://www.phonearena.com/phones/Samsung-Galaxy-A31_id11371,OS,"Android 10
Samsung One UI"
Xiaomi Redmi Note 9S,https://www.phonearena.com/phones/Xiaomi-Redmi-Note-9S_id11387,Released,"Apr 07, 2020"
Xiaomi Redmi Note 9S,https://www.phonearena.com/phones/Xiaomi-Redmi-Note-9S_id11387,Display,"6.7 inches
2400 x 1080 pixels
"
Xiaomi Redmi Note 9S,https://www.phonearena.com/phones/Xiaomi-Redmi-Note-9S_id11387,Camera,"48 MP (Quad camera)
16 MP front"
Xiaomi Redmi Note 9S,https://www.phonearena.com/phones/Xiaomi-Redmi-Note-9S_id11387,Hardware,"Qualcomm Snapdragon 720G
4GB RAM"
Xiaomi Redmi Note 9S,https://www.phonearena.com/phones/Xiaomi-Redmi-Note-9S_id11387,Storage,"64GB, microSDXC"
Xiaomi Redmi Note 9S,https://www.phonearena.com/phones/Xiaomi-Redmi-Note-9S_id11387,Battery,5020 mAh
Xiaomi Redmi Note 9S,https://www.phonearena.com/phones/Xiaomi-Redmi-Note-9S_id11387,OS,"Android 11
"
Nokia 5.3,https://www.phonearena.com/phones/Nokia-5.3_id11373,Released,"Apr 02, 2020"
Nokia 5.3,https://www.phonearena.com/phones/Nokia-5.3_id11373,Display,"6.5 inches
1600 x 720 pixels
"
Nokia 5.3,https://www.phonearena.com/phones/Nokia-5.3_id11373,Camera,"13 MP (Quad camera)
8 MP front"
Nokia 5.3,https://www.phonearena.com/phones/Nokia-5.3_id11373,Hardware,"Qualcomm Snapdragon 665
4GB RAM"
Nokia 5.3,https://www.phonearena.com/phones/Nokia-5.3_id11373,Storage,"64GB, microSDXC"
Nokia 5.3,https://www.phonearena.com/phones/Nokia-5.3_id11373,Battery,4000 mAh
Nokia 5.3,https://www.phonearena.com/phones/Nokia-5.3_id11373,OS,"Android 11
"
Nokia 1.3,https://www.phonearena.com/phones/Nokia-1.3_id11381,Released,"Apr 16, 2020"
Nokia 1.3,https://www.phonearena.com/phones/Nokia-1.3_id11381,Display,"5.7 inches
1520 x 720 pixels
"
Nokia 1.3,https://www.phonearena.com/phones/Nokia-1.3_id11381,Camera,"8 MP (Single camera)
5 MP front"
Nokia 1.3,https://www.phonearena.com/phones/Nokia-1.3_id11381,Hardware,"Qualcomm 215
1GB RAM"
Nokia 1.3,https://www.phonearena.com/phones/Nokia-1.3_id11381,Storage,"16GB, microSDXC"
Nokia 1.3,https://www.phonearena.com/phones/Nokia-1.3_id11381,Battery,3000 mAh
Nokia 1.3,https://www.phonearena.com/phones/Nokia-1.3_id11381,OS,"Android 11
"
Samsung Galaxy M21,https://www.phonearena.com/phones/Samsung-Galaxy-M21_id11384,Released,"Mar 23, 2020"
Samsung Galaxy M21,https://www.phonearena.com/phones/Samsung-Galaxy-M21_id11384,Display,"6.4 inches
2340 x 1080 pixels
"
Samsung Galaxy M21,https://www.phonearena.com/phones/Samsung-Galaxy-M21_id11384,Camera,"48 MP (Triple camera)
20 MP front"
Samsung Galaxy M21,https://www.phonearena.com/phones/Samsung-Galaxy-M21_id11384,Hardware,"Exynos 9611
4GB RAM"
Samsung Galaxy M21,https://www.phonearena.com/phones/Samsung-Galaxy-M21_id11384,Storage,"64GB, microSDXC"
Samsung Galaxy M21,https://www.phonearena.com/phones/Samsung-Galaxy-M21_id11384,Battery,6000 mAh
Samsung Galaxy M21,https://www.phonearena.com/phones/Samsung-Galaxy-M21_id11384,OS,"Android 11
Samsung One UI"
Motorola Moto E6s,https://www.phonearena.com/phones/Motorola-Moto-E6s_id11379,Released,"Apr 27, 2020"
Motorola Moto E6s,https://www.phonearena.com/phones/Motorola-Moto-E6s_id11379,Display,"6.1 inches
1560 x 720 pixels
"
Motorola Moto E6s,https://www.phonearena.com/phones/Motorola-Moto-E6s_id11379,Camera,"13 MP (Dual camera)
5 MP front"
Motorola Moto E6s,https://www.phonearena.com/phones/Motorola-Moto-E6s_id11379,Hardware,"MediaTek Helio P22
2GB RAM"
Motorola Moto E6s,https://www.phonearena.com/phones/Motorola-Moto-E6s_id11379,Storage,"32GB, microSDXC"
Motorola Moto E6s,https://www.phonearena.com/phones/Motorola-Moto-E6s_id11379,Battery,3000 mAh
Motorola Moto E6s,https://www.phonearena.com/phones/Motorola-Moto-E6s_id11379,OS,"Android 9.0 Pie
"
OPPO Reno3,https://www.phonearena.com/phones/OPPO-Reno3_id11609,Released,"Mar 17, 2020"
OPPO Reno3,https://www.phonearena.com/phones/OPPO-Reno3_id11609,Display,"6.4 inches
2400 x 1800 pixels
"
OPPO Reno3,https://www.phonearena.com/phones/OPPO-Reno3_id11609,Camera,"48 MP (Quad camera)
44 MP front"
OPPO Reno3,https://www.phonearena.com/phones/OPPO-Reno3_id11609,Hardware,"MediaTek Helio P90
8GB RAM"
OPPO Reno3,https://www.phonearena.com/phones/OPPO-Reno3_id11609,Storage,"128GB, microSDXC"
OPPO Reno3,https://www.phonearena.com/phones/OPPO-Reno3_id11609,Battery,4025 mAh
OPPO Reno3,https://www.phonearena.com/phones/OPPO-Reno3_id11609,OS,"Android 10
ColorOS 7 UI"
OPPO Find X2 Pro,https://www.phonearena.com/phones/OPPO-Find-X2-Pro_id11374,Released,"May 14, 2020"
OPPO Find X2 Pro,https://www.phonearena.com/phones/OPPO-Find-X2-Pro_id11374,Display,"6.7 inches
3168 x 1440 pixels
120Hz Refresh rate"
OPPO Find X2 Pro,https://www.phonearena.com/phones/OPPO-Find-X2-Pro_id11374,Camera,"48 MP (Triple camera)
32 MP front"
OPPO Find X2 Pro,https://www.phonearena.com/phones/OPPO-Find-X2-Pro_id11374,Hardware,"Qualcomm Snapdragon 865
12GB RAM"
OPPO Find X2 Pro,https://www.phonearena.com/phones/OPPO-Find-X2-Pro_id11374,Storage,"512GB, not expandable"
OPPO Find X2 Pro,https://www.phonearena.com/phones/OPPO-Find-X2-Pro_id11374,Battery,4260 mAh
OPPO Find X2 Pro,https://www.phonearena.com/phones/OPPO-Find-X2-Pro_id11374,OS,"Android 10
ColorOS UI"
OPPO Find X2,https://www.phonearena.com/phones/OPPO-Find-X2_id11372,Released,"May 14, 2020"
OPPO Find X2,https://www.phonearena.com/phones/OPPO-Find-X2_id11372,Display,"6.7 inches
3168 x 1440 pixels
120Hz Refresh rate"
OPPO Find X2,https://www.phonearena.com/phones/OPPO-Find-X2_id11372,Camera,"48 MP (Triple camera)
32 MP front"
