Title,Title_URL,Field1,Field2
Micromax Canvas Spark 2,https://www.phonearena.com/phones/Micromax-Canvas-Spark-2_id9682,OS,"Android 5.1 Lollipop
"
Micromax Canvas Spark 2,https://www.phonearena.com/phones/Micromax-Canvas-Spark-2_id9682,Display,"5.0 inches
854 x 480 pixels
"
Micromax Canvas Spark 2,https://www.phonearena.com/phones/Micromax-Canvas-Spark-2_id9682,Camera,"5 MP (Single camera)
2 MP front"
Micromax Canvas Spark 2,https://www.phonearena.com/phones/Micromax-Canvas-Spark-2_id9682,Hardware,"MediaTek
0.75GB RAM"
Micromax Canvas Spark 2,https://www.phonearena.com/phones/Micromax-Canvas-Spark-2_id9682,Storage,"4GB, microSDHC"
Micromax Canvas Spark 2,https://www.phonearena.com/phones/Micromax-Canvas-Spark-2_id9682,Battery,1800 mAh
Huawei Y6,https://www.phonearena.com/phones/Huawei-Y6_id9708,Released,"Jul 31, 2015"
Huawei Y6,https://www.phonearena.com/phones/Huawei-Y6_id9708,Display,"5.0 inches
1280 x 720 pixels
"
Huawei Y6,https://www.phonearena.com/phones/Huawei-Y6_id9708,Camera,"8 MP (Single camera)
2 MP front"
Huawei Y6,https://www.phonearena.com/phones/Huawei-Y6_id9708,Hardware,"Qualcomm Snapdragon 210
1GB RAM"
Huawei Y6,https://www.phonearena.com/phones/Huawei-Y6_id9708,Storage,"8GB, microSDHC"
Huawei Y6,https://www.phonearena.com/phones/Huawei-Y6_id9708,Battery,2200 mAh
Huawei Y6,https://www.phonearena.com/phones/Huawei-Y6_id9708,OS,"Android 5.1 Lollipop
Huawei Emotion UI"
Lenovo K3 Note,https://www.phonearena.com/phones/Lenovo-K3-Note_id9561,Released,"Mar 02, 2015"
Lenovo K3 Note,https://www.phonearena.com/phones/Lenovo-K3-Note_id9561,Display,"5.5 inches
1920 x 1080 pixels
"
Lenovo K3 Note,https://www.phonearena.com/phones/Lenovo-K3-Note_id9561,Camera,"13 MP (Single camera)
5 MP front"
Lenovo K3 Note,https://www.phonearena.com/phones/Lenovo-K3-Note_id9561,Hardware,"MediaTek
2GB RAM"
Lenovo K3 Note,https://www.phonearena.com/phones/Lenovo-K3-Note_id9561,Storage,"16GB, microSDHC"
Lenovo K3 Note,https://www.phonearena.com/phones/Lenovo-K3-Note_id9561,Battery,2900 mAh
Lenovo K3 Note,https://www.phonearena.com/phones/Lenovo-K3-Note_id9561,OS,"Android 5.0 Lollipop
Lenovo Vibe UI"
Alcatel OneTouch Conquest,https://www.phonearena.com/phones/Alcatel-OneTouch-Conquest_id9560,Released,"Jul 30, 2015"
Alcatel OneTouch Conquest,https://www.phonearena.com/phones/Alcatel-OneTouch-Conquest_id9560,Display,"5.0 inches
1280 x 720 pixels
"
Alcatel OneTouch Conquest,https://www.phonearena.com/phones/Alcatel-OneTouch-Conquest_id9560,Camera,"5 MP (Single camera)
2 MP front"
Alcatel OneTouch Conquest,https://www.phonearena.com/phones/Alcatel-OneTouch-Conquest_id9560,Hardware,"Qualcomm Snapdragon 410
1GB RAM"
Alcatel OneTouch Conquest,https://www.phonearena.com/phones/Alcatel-OneTouch-Conquest_id9560,Storage,"8GB, microSDHC"
Alcatel OneTouch Conquest,https://www.phonearena.com/phones/Alcatel-OneTouch-Conquest_id9560,Battery,2500 mAh
Alcatel OneTouch Conquest,https://www.phonearena.com/phones/Alcatel-OneTouch-Conquest_id9560,OS,"Android 5.0 Lollipop
"
Meizu m2,https://www.phonearena.com/phones/Meizu-m2_id9555,Released,"Aug 03, 2015"
Meizu m2,https://www.phonearena.com/phones/Meizu-m2_id9555,Display,"5.0 inches
1280 x 720 pixels
"
Meizu m2,https://www.phonearena.com/phones/Meizu-m2_id9555,Camera,"13 MP (Single camera)
5 MP front"
Meizu m2,https://www.phonearena.com/phones/Meizu-m2_id9555,Hardware,"MediaTek
2GB RAM"
Meizu m2,https://www.phonearena.com/phones/Meizu-m2_id9555,Storage,"16GB, microSDXC"
Meizu m2,https://www.phonearena.com/phones/Meizu-m2_id9555,Battery,2500 mAh
Meizu m2,https://www.phonearena.com/phones/Meizu-m2_id9555,OS,"Android 5.1 Lollipop
Meizu Flyme UI"
Gionee Pioneer P2M,https://www.phonearena.com/phones/Gionee-Pioneer-P2M_id9762,OS,"Android 5.1 Lollipop
Gionee Amigo UI"
Gionee Pioneer P2M,https://www.phonearena.com/phones/Gionee-Pioneer-P2M_id9762,Display,"4.0 inches
800 x 480 pixels
"
Gionee Pioneer P2M,https://www.phonearena.com/phones/Gionee-Pioneer-P2M_id9762,Camera,"5 MP (Single camera)
0.3 MP VGA front"
Gionee Pioneer P2M,https://www.phonearena.com/phones/Gionee-Pioneer-P2M_id9762,Hardware,"MediaTek
1GB RAM"
Gionee Pioneer P2M,https://www.phonearena.com/phones/Gionee-Pioneer-P2M_id9762,Storage,"16GB, microSDHC"
Gionee Pioneer P2M,https://www.phonearena.com/phones/Gionee-Pioneer-P2M_id9762,Battery,3000 mAh
Motorola Moto X Style,https://www.phonearena.com/phones/Motorola-Moto-X-Style_id9553,Released,"Sep 01, 2015"
Motorola Moto X Style,https://www.phonearena.com/phones/Motorola-Moto-X-Style_id9553,Display,"5.7 inches
2560 x 1440 pixels
"
Motorola Moto X Style,https://www.phonearena.com/phones/Motorola-Moto-X-Style_id9553,Camera,"21 MP (Single camera)
5 MP front"
Motorola Moto X Style,https://www.phonearena.com/phones/Motorola-Moto-X-Style_id9553,Hardware,"Qualcomm Snapdragon 808
3GB RAM"
Motorola Moto X Style,https://www.phonearena.com/phones/Motorola-Moto-X-Style_id9553,Storage,"64GB, microSDXC"
Motorola Moto X Style,https://www.phonearena.com/phones/Motorola-Moto-X-Style_id9553,Battery,3000 mAh
Motorola Moto X Style,https://www.phonearena.com/phones/Motorola-Moto-X-Style_id9553,OS,"Android 7.0 Nougat
"
Motorola Moto G (2015),https://www.phonearena.com/phones/Motorola-Moto-G-2015_id9513,Released,"Jul 28, 2015"
Motorola Moto G (2015),https://www.phonearena.com/phones/Motorola-Moto-G-2015_id9513,Display,"5.0 inches
1280 x 720 pixels
"
Motorola Moto G (2015),https://www.phonearena.com/phones/Motorola-Moto-G-2015_id9513,Camera,"13 MP (Single camera)
5 MP front"
Motorola Moto G (2015),https://www.phonearena.com/phones/Motorola-Moto-G-2015_id9513,Hardware,"Qualcomm Snapdragon 410
2GB RAM"
Motorola Moto G (2015),https://www.phonearena.com/phones/Motorola-Moto-G-2015_id9513,Storage,"16GB, microSDHC"
Motorola Moto G (2015),https://www.phonearena.com/phones/Motorola-Moto-G-2015_id9513,Battery,2470 mAh
Motorola Moto G (2015),https://www.phonearena.com/phones/Motorola-Moto-G-2015_id9513,OS,"Android 6.0 Marshmallow
"
Motorola Moto X Play,https://www.phonearena.com/phones/Motorola-Moto-X-Play_id9554,Released,"Aug 01, 2015"
Motorola Moto X Play,https://www.phonearena.com/phones/Motorola-Moto-X-Play_id9554,Display,"5.5 inches
1920 x 1080 pixels
"
Motorola Moto X Play,https://www.phonearena.com/phones/Motorola-Moto-X-Play_id9554,Camera,"21 MP (Single camera)
5 MP front"
Motorola Moto X Play,https://www.phonearena.com/phones/Motorola-Moto-X-Play_id9554,Hardware,"Qualcomm Snapdragon 615
2GB RAM"
Motorola Moto X Play,https://www.phonearena.com/phones/Motorola-Moto-X-Play_id9554,Storage,"32GB, microSDXC"
Motorola Moto X Play,https://www.phonearena.com/phones/Motorola-Moto-X-Play_id9554,Battery,3630 mAh
Motorola Moto X Play,https://www.phonearena.com/phones/Motorola-Moto-X-Play_id9554,OS,"Android 7.1 Nougat
"
CAT S40,https://www.phonearena.com/phones/CAT-S40_id9556,Released,"Aug 01, 2015"
CAT S40,https://www.phonearena.com/phones/CAT-S40_id9556,Display,"4.7 inches
960 x 540 pixels
"
CAT S40,https://www.phonearena.com/phones/CAT-S40_id9556,Camera,"8 MP (Single camera)
2 MP front"
CAT S40,https://www.phonearena.com/phones/CAT-S40_id9556,Hardware,"Qualcomm Snapdragon 210
1GB RAM"
CAT S40,https://www.phonearena.com/phones/CAT-S40_id9556,Storage,"16GB, microSDHC"
CAT S40,https://www.phonearena.com/phones/CAT-S40_id9556,Battery,3000 mAh
CAT S40,https://www.phonearena.com/phones/CAT-S40_id9556,OS,"Android 5.1 Lollipop
"
GIGABYTE GSmart Classic,https://www.phonearena.com/phones/GIGABYTE-GSmart-Classic_id9777,OS,"Android 5.1 Lollipop
"
GIGABYTE GSmart Classic,https://www.phonearena.com/phones/GIGABYTE-GSmart-Classic_id9777,Display,"5.0 inches
1280 x 720 pixels
"
GIGABYTE GSmart Classic,https://www.phonearena.com/phones/GIGABYTE-GSmart-Classic_id9777,Camera,"8 MP (Single camera)
5 MP front"
GIGABYTE GSmart Classic,https://www.phonearena.com/phones/GIGABYTE-GSmart-Classic_id9777,Hardware,"Spreadtrum
1GB RAM"
GIGABYTE GSmart Classic,https://www.phonearena.com/phones/GIGABYTE-GSmart-Classic_id9777,Storage,"8GB, microSDHC"
GIGABYTE GSmart Classic,https://www.phonearena.com/phones/GIGABYTE-GSmart-Classic_id9777,Battery,2000 mAh
Motorola Moto X Pure Edition (2015),https://www.phonearena.com/phones/Motorola-Moto-X-Pure-Edition-2015_id9694,Released,"Sep 03, 2015"
Motorola Moto X Pure Edition (2015),https://www.phonearena.com/phones/Motorola-Moto-X-Pure-Edition-2015_id9694,Display,"5.7 inches
2560 x 1440 pixels
"
Motorola Moto X Pure Edition (2015),https://www.phonearena.com/phones/Motorola-Moto-X-Pure-Edition-2015_id9694,Camera,"21 MP (Single camera)
5 MP front"
Motorola Moto X Pure Edition (2015),https://www.phonearena.com/phones/Motorola-Moto-X-Pure-Edition-2015_id9694,Hardware,"Qualcomm Snapdragon 808
3GB RAM"
Motorola Moto X Pure Edition (2015),https://www.phonearena.com/phones/Motorola-Moto-X-Pure-Edition-2015_id9694,Storage,"64GB, microSDXC"
Motorola Moto X Pure Edition (2015),https://www.phonearena.com/phones/Motorola-Moto-X-Pure-Edition-2015_id9694,Battery,3000 mAh
Motorola Moto X Pure Edition (2015),https://www.phonearena.com/phones/Motorola-Moto-X-Pure-Edition-2015_id9694,OS,"Android 7.0 Nougat
"
OnePlus 2,https://www.phonearena.com/phones/OnePlus-2_id9520,Released,"Aug 11, 2015"
OnePlus 2,https://www.phonearena.com/phones/OnePlus-2_id9520,Display,"5.5 inches
1920 x 1080 pixels
"
OnePlus 2,https://www.phonearena.com/phones/OnePlus-2_id9520,Camera,"13 MP (Single camera)
5 MP front"
OnePlus 2,https://www.phonearena.com/phones/OnePlus-2_id9520,Hardware,"Qualcomm Snapdragon 810
4GB RAM"
OnePlus 2,https://www.phonearena.com/phones/OnePlus-2_id9520,Storage,"64GB, "
OnePlus 2,https://www.phonearena.com/phones/OnePlus-2_id9520,Battery,3300 mAh
OnePlus 2,https://www.phonearena.com/phones/OnePlus-2_id9520,OS,"Android 6.0 Marshmallow
OnePlus OxygenOS UI"
ZTE Blade V6,https://www.phonearena.com/phones/ZTE-Blade-V6_id9559,Released,"Jul 24, 2015"
ZTE Blade V6,https://www.phonearena.com/phones/ZTE-Blade-V6_id9559,Display,"5.0 inches
1280 x 720 pixels
"
ZTE Blade V6,https://www.phonearena.com/phones/ZTE-Blade-V6_id9559,Camera,"13 MP (Single camera)
5 MP front"
ZTE Blade V6,https://www.phonearena.com/phones/ZTE-Blade-V6_id9559,Hardware,"MediaTek
2GB RAM"
ZTE Blade V6,https://www.phonearena.com/phones/ZTE-Blade-V6_id9559,Storage,"16GB, microSDXC"
ZTE Blade V6,https://www.phonearena.com/phones/ZTE-Blade-V6_id9559,Battery,2200 mAh
ZTE Blade V6,https://www.phonearena.com/phones/ZTE-Blade-V6_id9559,OS,"Android 5.0 Lollipop
ZTE MiFavor UI"
Huawei G8,https://www.phonearena.com/phones/Huawei-G8_id9546,Released,"Oct 01, 2015"
Huawei G8,https://www.phonearena.com/phones/Huawei-G8_id9546,Display,"5.5 inches
1920 x 1080 pixels
"
Huawei G8,https://www.phonearena.com/phones/Huawei-G8_id9546,Camera,"13 MP (Single camera)
5 MP front"
Huawei G8,https://www.phonearena.com/phones/Huawei-G8_id9546,Hardware,"Qualcomm Snapdragon 615
3GB RAM"
Huawei G8,https://www.phonearena.com/phones/Huawei-G8_id9546,Storage,"32GB, microSDXC"
Huawei G8,https://www.phonearena.com/phones/Huawei-G8_id9546,Battery,3000 mAh
Huawei G8,https://www.phonearena.com/phones/Huawei-G8_id9546,OS,"Android 5.1 Lollipop
Huawei Emotion UI"
GIGABYTE GSmart Essence,https://www.phonearena.com/phones/GIGABYTE-GSmart-Essence_id9778,OS,"Android 4.4
"
GIGABYTE GSmart Essence,https://www.phonearena.com/phones/GIGABYTE-GSmart-Essence_id9778,Display,"4.5 inches
854 x 480 pixels
"
GIGABYTE GSmart Essence,https://www.phonearena.com/phones/GIGABYTE-GSmart-Essence_id9778,Camera,"5 MP (Single camera)
2 MP front"
GIGABYTE GSmart Essence,https://www.phonearena.com/phones/GIGABYTE-GSmart-Essence_id9778,Hardware,"Spreadtrum
0.5GB RAM"
GIGABYTE GSmart Essence,https://www.phonearena.com/phones/GIGABYTE-GSmart-Essence_id9778,Storage,"8GB, microSDHC"
GIGABYTE GSmart Essence,https://www.phonearena.com/phones/GIGABYTE-GSmart-Essence_id9778,Battery,1600 mAh
Asus ZenFone 2E,https://www.phonearena.com/phones/Asus-ZenFone-2E_id9542,Released,"Jul 22, 2015"
Asus ZenFone 2E,https://www.phonearena.com/phones/Asus-ZenFone-2E_id9542,Display,"5.0 inches
1280 x 720 pixels
"
Asus ZenFone 2E,https://www.phonearena.com/phones/Asus-ZenFone-2E_id9542,Camera,"8 MP (Single camera)
2 MP front"
Asus ZenFone 2E,https://www.phonearena.com/phones/Asus-ZenFone-2E_id9542,Hardware,"Intel Atom
1GB RAM"
Asus ZenFone 2E,https://www.phonearena.com/phones/Asus-ZenFone-2E_id9542,Storage,"8GB, microSDXC"
Asus ZenFone 2E,https://www.phonearena.com/phones/Asus-ZenFone-2E_id9542,Battery,2500 mAh
Asus ZenFone 2E,https://www.phonearena.com/phones/Asus-ZenFone-2E_id9542,OS,"Android 5.0 Lollipop
ASUS Zen UI"
Kyocera Hydro Wave,https://www.phonearena.com/phones/Kyocera-Hydro-Wave_id9541,Released,"Jul 22, 2015"
Kyocera Hydro Wave,https://www.phonearena.com/phones/Kyocera-Hydro-Wave_id9541,Display,"5.0 inches
960 x 540 pixels
"
Kyocera Hydro Wave,https://www.phonearena.com/phones/Kyocera-Hydro-Wave_id9541,Camera,"5 MP (Single camera)
2 MP front"
Kyocera Hydro Wave,https://www.phonearena.com/phones/Kyocera-Hydro-Wave_id9541,Hardware,"Qualcomm Snapdragon 410
1GB RAM"
Kyocera Hydro Wave,https://www.phonearena.com/phones/Kyocera-Hydro-Wave_id9541,Storage,"8GB, microSDHC"
Kyocera Hydro Wave,https://www.phonearena.com/phones/Kyocera-Hydro-Wave_id9541,Battery,2300 mAh
Kyocera Hydro Wave,https://www.phonearena.com/phones/Kyocera-Hydro-Wave_id9541,OS,"Android 5.1 Lollipop
"
Yezz Andy 5EI,https://www.phonearena.com/phones/Yezz-Andy-5EI_id9540,Released,"Jul 01, 2014"
Yezz Andy 5EI,https://www.phonearena.com/phones/Yezz-Andy-5EI_id9540,Display,"5.0 inches
854 x 480 pixels
"
Yezz Andy 5EI,https://www.phonearena.com/phones/Yezz-Andy-5EI_id9540,Camera,"5 MP (Single camera)
1.3 MP front"
Yezz Andy 5EI,https://www.phonearena.com/phones/Yezz-Andy-5EI_id9540,Hardware,"MediaTek
0.5GB RAM"
Yezz Andy 5EI,https://www.phonearena.com/phones/Yezz-Andy-5EI_id9540,Storage,"4GB, microSDXC"
Yezz Andy 5EI,https://www.phonearena.com/phones/Yezz-Andy-5EI_id9540,Battery,1550 mAh
Yezz Andy 5EI,https://www.phonearena.com/phones/Yezz-Andy-5EI_id9540,OS,"Android 4.4
"
ZTE Axon Lux,https://www.phonearena.com/phones/ZTE-Axon-Lux_id9537,Released,"Nov 01, 2015"
ZTE Axon Lux,https://www.phonearena.com/phones/ZTE-Axon-Lux_id9537,Display,"5.5 inches
2560 x 1440 pixels
"
ZTE Axon Lux,https://www.phonearena.com/phones/ZTE-Axon-Lux_id9537,Camera,"13 MP (Dual camera)
8 MP front"
ZTE Axon Lux,https://www.phonearena.com/phones/ZTE-Axon-Lux_id9537,Hardware,"Qualcomm Snapdragon 810
4GB RAM"
ZTE Axon Lux,https://www.phonearena.com/phones/ZTE-Axon-Lux_id9537,Storage,"128GB, microSDXC"
ZTE Axon Lux,https://www.phonearena.com/phones/ZTE-Axon-Lux_id9537,Battery,3000 mAh
ZTE Axon Lux,https://www.phonearena.com/phones/ZTE-Axon-Lux_id9537,OS,"Android 5.1 Lollipop
"
ZTE Axon Mini,https://www.phonearena.com/phones/ZTE-Axon-Mini_id9590,Released,"Nov 13, 2015"
ZTE Axon Mini,https://www.phonearena.com/phones/ZTE-Axon-Mini_id9590,Display,"5.2 inches
1920 x 1080 pixels
"
ZTE Axon Mini,https://www.phonearena.com/phones/ZTE-Axon-Mini_id9590,Camera,"13 MP (Single camera)
8 MP front"
ZTE Axon Mini,https://www.phonearena.com/phones/ZTE-Axon-Mini_id9590,Hardware,"Qualcomm Snapdragon 616
3GB RAM"
ZTE Axon Mini,https://www.phonearena.com/phones/ZTE-Axon-Mini_id9590,Storage,"32GB, microSDXC"
ZTE Axon Mini,https://www.phonearena.com/phones/ZTE-Axon-Mini_id9590,Battery,2800 mAh
ZTE Axon Mini,https://www.phonearena.com/phones/ZTE-Axon-Mini_id9590,OS,"Android 5.1 Lollipop
ZTE MiFavor UI"
Philips S309,https://www.phonearena.com/phones/Philips-S309_id9669,Released,"Jul 21, 2015"
Philips S309,https://www.phonearena.com/phones/Philips-S309_id9669,Display,"4.0 inches
800 x 480 pixels
"
Philips S309,https://www.phonearena.com/phones/Philips-S309_id9669,Camera,"5 MP (Single camera)
0.3 MP VGA front"
Philips S309,https://www.phonearena.com/phones/Philips-S309_id9669,Hardware,"
1GB RAM"
Philips S309,https://www.phonearena.com/phones/Philips-S309_id9669,Storage,"4GB, microSDHC"
Philips S309,https://www.phonearena.com/phones/Philips-S309_id9669,Battery,1600 mAh
Philips S309,https://www.phonearena.com/phones/Philips-S309_id9669,OS,"Android 4.4
"
Xolo Win Q1000,https://www.phonearena.com/phones/Xolo-Win-Q1000_id9657,Released,"Feb 01, 2015"
Xolo Win Q1000,https://www.phonearena.com/phones/Xolo-Win-Q1000_id9657,Display,"5.0 inches
1280 x 720 pixels
"
Xolo Win Q1000,https://www.phonearena.com/phones/Xolo-Win-Q1000_id9657,Camera,"8 MP (Single camera)
2 MP front"
Xolo Win Q1000,https://www.phonearena.com/phones/Xolo-Win-Q1000_id9657,Hardware,"Qualcomm Snapdragon 200
1GB RAM"
Xolo Win Q1000,https://www.phonearena.com/phones/Xolo-Win-Q1000_id9657,Storage,"8GB, microSDHC"
Xolo Win Q1000,https://www.phonearena.com/phones/Xolo-Win-Q1000_id9657,Battery,2200 mAh
Xolo Win Q1000,https://www.phonearena.com/phones/Xolo-Win-Q1000_id9657,OS,"Windows Phone 8.1
"
Xolo A1010,https://www.phonearena.com/phones/Xolo-A1010_id9655,Released,"Mar 01, 2015"
Xolo A1010,https://www.phonearena.com/phones/Xolo-A1010_id9655,Display,"5.0 inches
854 x 480 pixels
"
Xolo A1010,https://www.phonearena.com/phones/Xolo-A1010_id9655,Camera,"5 MP (Single camera)
0.3 MP VGA front"
Xolo A1010,https://www.phonearena.com/phones/Xolo-A1010_id9655,Hardware,"MediaTek
0.5GB RAM"
Xolo A1010,https://www.phonearena.com/phones/Xolo-A1010_id9655,Storage,"4GB, microSDHC"
Xolo A1010,https://www.phonearena.com/phones/Xolo-A1010_id9655,Battery,2500 mAh
Xolo A1010,https://www.phonearena.com/phones/Xolo-A1010_id9655,OS,"Android 4.4.2
"
LG Bello II,https://www.phonearena.com/phones/LG-Bello-II_id9533,Released,"Sep 01, 2015"
LG Bello II,https://www.phonearena.com/phones/LG-Bello-II_id9533,Display,"5.0 inches
854 x 480 pixels
"
LG Bello II,https://www.phonearena.com/phones/LG-Bello-II_id9533,Camera,"5 MP (Single camera)
2 MP front"
LG Bello II,https://www.phonearena.com/phones/LG-Bello-II_id9533,Hardware,"MediaTek
1GB RAM"
LG Bello II,https://www.phonearena.com/phones/LG-Bello-II_id9533,Storage,"8GB, microSDHC"
LG Bello II,https://www.phonearena.com/phones/LG-Bello-II_id9533,Battery,2540 mAh
LG Bello II,https://www.phonearena.com/phones/LG-Bello-II_id9533,OS,"Android 5.1 Lollipop
"
ZTE Max+,https://www.phonearena.com/phones/ZTE-Max+_id9528,Released,"Jul 17, 2015"
ZTE Max+,https://www.phonearena.com/phones/ZTE-Max+_id9528,Display,"5.7 inches
1280 x 720 pixels
"
ZTE Max+,https://www.phonearena.com/phones/ZTE-Max+_id9528,Camera,"8 MP (Single camera)
1 MP front"
ZTE Max+,https://www.phonearena.com/phones/ZTE-Max+_id9528,Hardware,"Qualcomm Snapdragon 410
2GB RAM"
ZTE Max+,https://www.phonearena.com/phones/ZTE-Max+_id9528,Storage,"16GB, microSDXC"
ZTE Max+,https://www.phonearena.com/phones/ZTE-Max+_id9528,Battery,3400 mAh
ZTE Max+,https://www.phonearena.com/phones/ZTE-Max+_id9528,OS,"Android 5.1 Lollipop
"
Samsung Galaxy S5 Neo,https://www.phonearena.com/phones/Samsung-Galaxy-S5-Neo_id9526,Released,"Aug 31, 2015"
Samsung Galaxy S5 Neo,https://www.phonearena.com/phones/Samsung-Galaxy-S5-Neo_id9526,Display,"5.1 inches
1920 x 1080 pixels
"
Samsung Galaxy S5 Neo,https://www.phonearena.com/phones/Samsung-Galaxy-S5-Neo_id9526,Camera,"16 MP (Single camera)
5 MP front"
Samsung Galaxy S5 Neo,https://www.phonearena.com/phones/Samsung-Galaxy-S5-Neo_id9526,Hardware,"Samsung Exynos 7 Octa
2GB RAM"
Samsung Galaxy S5 Neo,https://www.phonearena.com/phones/Samsung-Galaxy-S5-Neo_id9526,Storage,"16GB, microSDXC"
Samsung Galaxy S5 Neo,https://www.phonearena.com/phones/Samsung-Galaxy-S5-Neo_id9526,Battery,2800 mAh
Samsung Galaxy S5 Neo,https://www.phonearena.com/phones/Samsung-Galaxy-S5-Neo_id9526,OS,"Android 7.0 Nougat
"
Motorola Moto X Sport,https://www.phonearena.com/phones/Motorola-Moto-X-Sport_id9525,Not announced,No information
Motorola Moto X Sport,https://www.phonearena.com/phones/Motorola-Moto-X-Sport_id9525,Display,"5.2 inches

"
Motorola Moto X Sport,https://www.phonearena.com/phones/Motorola-Moto-X-Sport_id9525,Camera,"16 MP (Single camera)
5 MP front"
Motorola Moto X Sport,https://www.phonearena.com/phones/Motorola-Moto-X-Sport_id9525,OS,"Android 
"
Samsung Galaxy J7,https://www.phonearena.com/phones/Samsung-Galaxy-J7_id10042,Released,"Jul 23, 2015"
Samsung Galaxy J7,https://www.phonearena.com/phones/Samsung-Galaxy-J7_id10042,Display,"5.5 inches
1280 x 720 pixels
"
Samsung Galaxy J7,https://www.phonearena.com/phones/Samsung-Galaxy-J7_id10042,Camera,"13 MP (Single camera)
5 MP front"
Samsung Galaxy J7,https://www.phonearena.com/phones/Samsung-Galaxy-J7_id10042,Hardware,"Qualcomm Snapdragon 615
1.5GB RAM"
Samsung Galaxy J7,https://www.phonearena.com/phones/Samsung-Galaxy-J7_id10042,Storage,"16GB, microSDXC"
Samsung Galaxy J7,https://www.phonearena.com/phones/Samsung-Galaxy-J7_id10042,Battery,3000 mAh
Samsung Galaxy J7,https://www.phonearena.com/phones/Samsung-Galaxy-J7_id10042,OS,"Android 6.0 Marshmallow
"
Yezz Andy 5EL LTE,https://www.phonearena.com/phones/Yezz-Andy-5EL-LTE_id9523,Released,"Jul 15, 2015"
Yezz Andy 5EL LTE,https://www.phonearena.com/phones/Yezz-Andy-5EL-LTE_id9523,Display,"5.0 inches
854 x 480 pixels
"
Yezz Andy 5EL LTE,https://www.phonearena.com/phones/Yezz-Andy-5EL-LTE_id9523,Camera,"5 MP (Single camera)
1.3 MP front"
Yezz Andy 5EL LTE,https://www.phonearena.com/phones/Yezz-Andy-5EL-LTE_id9523,Hardware,"MediaTek
1GB RAM"
Yezz Andy 5EL LTE,https://www.phonearena.com/phones/Yezz-Andy-5EL-LTE_id9523,Storage,"8GB, microSDXC"
Yezz Andy 5EL LTE,https://www.phonearena.com/phones/Yezz-Andy-5EL-LTE_id9523,Battery,2100 mAh
Yezz Andy 5EL LTE,https://www.phonearena.com/phones/Yezz-Andy-5EL-LTE_id9523,OS,"Android 5.1 Lollipop
"
OPPO Mirror 5,https://www.phonearena.com/phones/OPPO-Mirror-5_id9522,Released,"Aug 01, 2015"
OPPO Mirror 5,https://www.phonearena.com/phones/OPPO-Mirror-5_id9522,Display,"5.0 inches
960 x 540 pixels
"
OPPO Mirror 5,https://www.phonearena.com/phones/OPPO-Mirror-5_id9522,Camera,"8 MP (Single camera)
5 MP front"
OPPO Mirror 5,https://www.phonearena.com/phones/OPPO-Mirror-5_id9522,Hardware,"Qualcomm Snapdragon 410
2GB RAM"
OPPO Mirror 5,https://www.phonearena.com/phones/OPPO-Mirror-5_id9522,Storage,"16GB, microSDXC"
OPPO Mirror 5,https://www.phonearena.com/phones/OPPO-Mirror-5_id9522,Battery,2420 mAh
OPPO Mirror 5,https://www.phonearena.com/phones/OPPO-Mirror-5_id9522,OS,"Android 5.1 Lollipop
OPPO ColorOS UI"
ZTE Axon Pro,https://www.phonearena.com/phones/ZTE-Axon-Pro_id9481,Released,"Aug 03, 2015"
ZTE Axon Pro,https://www.phonearena.com/phones/ZTE-Axon-Pro_id9481,Display,"5.5 inches
2560 x 1440 pixels
"
ZTE Axon Pro,https://www.phonearena.com/phones/ZTE-Axon-Pro_id9481,Camera,"13 MP (Dual camera)
8 MP front"
ZTE Axon Pro,https://www.phonearena.com/phones/ZTE-Axon-Pro_id9481,Hardware,"Qualcomm Snapdragon 810
4GB RAM"
ZTE Axon Pro,https://www.phonearena.com/phones/ZTE-Axon-Pro_id9481,Storage,"64GB, "
ZTE Axon Pro,https://www.phonearena.com/phones/ZTE-Axon-Pro_id9481,Battery,3000 mAh
ZTE Axon Pro,https://www.phonearena.com/phones/ZTE-Axon-Pro_id9481,OS,"Android 6.0 Marshmallow
"
HTC Desire 626,https://www.phonearena.com/phones/HTC-Desire-626_id9518,Released,"Aug 27, 2015"
HTC Desire 626,https://www.phonearena.com/phones/HTC-Desire-626_id9518,Display,"5.0 inches
1280 x 720 pixels
"
HTC Desire 626,https://www.phonearena.com/phones/HTC-Desire-626_id9518,Camera,"8 MP (Single camera)
5 MP front"
HTC Desire 626,https://www.phonearena.com/phones/HTC-Desire-626_id9518,Hardware,"Qualcomm Snapdragon 210
1.5GB RAM"
HTC Desire 626,https://www.phonearena.com/phones/HTC-Desire-626_id9518,Storage,"16GB, microSDXC"
HTC Desire 626,https://www.phonearena.com/phones/HTC-Desire-626_id9518,Battery,2000 mAh
HTC Desire 626,https://www.phonearena.com/phones/HTC-Desire-626_id9518,OS,"Android 5.1 Lollipop
HTC Sense UI"
HTC Desire 626s,https://www.phonearena.com/phones/HTC-Desire-626s_id9517,Released,"Jul 22, 2015"
HTC Desire 626s,https://www.phonearena.com/phones/HTC-Desire-626s_id9517,Display,"5.0 inches
1280 x 720 pixels
"
HTC Desire 626s,https://www.phonearena.com/phones/HTC-Desire-626s_id9517,Camera,"8 MP (Single camera)
2 MP front"
HTC Desire 626s,https://www.phonearena.com/phones/HTC-Desire-626s_id9517,Hardware,"Qualcomm Snapdragon 210
1.5GB RAM"
